"date","scenario","dlog_c_baseline","dlog_c_cf","delta_dlog_c","cum_delta_log_c"
2010-01-01,"cci_at_peak",0.000940636683625697,0.00468829352726815,0.00374765684364245,-1.57058866192472
2010-04-01,"cci_at_peak",-0.000667017717393802,0.00388798871072105,0.00455500642811485,-1.5660336554966
2010-07-01,"cci_at_peak",0.00349657025516474,0.00833215087880967,0.00483558062364492,-1.56119807487296
2010-10-01,"cci_at_peak",0.0136163614672744,0.0178898834070339,0.00427352193975943,-1.5569245529332
2011-01-01,"cci_at_peak",0.0127755770972784,0.0170490990370378,0.00427352193975943,-1.55265103099344
2011-04-01,"cci_at_peak",0.0074539376864363,0.0117274596261957,0.00427352193975944,-1.54837750905368
2011-07-01,"cci_at_peak",0.00675563939686828,0.0110291613366277,0.00427352193975944,-1.54410398711392
2011-10-01,"cci_at_peak",0.00741123675161552,0.011684758691375,0.00427352193975943,-1.53983046517416
2012-01-01,"cci_at_peak",0.00219038987901481,0.00646391181877425,0.00427352193975944,-1.5355569432344
2012-04-01,"cci_at_peak",0.00335170716429058,0.00762522910405002,0.00427352193975944,-1.53128342129464
2012-07-01,"cci_at_peak",-0.0129966905531697,-0.0087231686134103,0.00427352193975944,-1.52700989935488
2012-10-01,"cci_at_peak",-0.0034146846195816,0.000858837320177828,0.00427352193975943,-1.52273637741512
2013-01-01,"cci_at_peak",0.000831848190115543,0.00510537012987498,0.00427352193975944,-1.51846285547536
2013-04-01,"cci_at_peak",-0.00103971093085659,0.00323381100890285,0.00427352193975944,-1.5141893335356
2013-07-01,"cci_at_peak",0.000605590732764895,0.00487911267252433,0.00427352193975943,-1.50991581159584
2013-10-01,"cci_at_peak",0.0032643941961018,0.00753791613586123,0.00427352193975943,-1.50564228965609
2014-01-01,"cci_at_peak",0.0036259918302678,0.00789951377002724,0.00427352193975944,-1.50136876771633
